COMPANION_SEQ,TRAVEL_ID,REL_CD,COMPANION_GENDER,COMPANION_AGE_GRP,COMPANION_SITUATION
3,g_g001230,6,1,3,1
2,g_g001230,6,1,3,1
1,g_g001231,8,1,4,1
3,g_g001233,2,1,1,1
2,g_g001233,2,1,1,1
1,g_g001233,1,2,4,1
1,g_g001237,1,1,4,1
1,g_g001243,8,2,4,1
1,g_g001250,8,1,3,1
1,g_g001256,7,2,3,1
2,g_g001256,7,2,3,1
1,g_g001257,3,2,8,1
2,g_g001257,5,2,5,1
1,g_g001258,9,2,5,1
3,g_g001258,9,2,6,1
5,g_g001258,9,2,6,1
2,g_g001258,9,2,4,1
4,g_g001258,9,2,5,1
2,g_g001261,2,2,1,1
1,g_g001261,1,1,5,1
2,g_g001273,2,1,2,1
1,g_g001273,1,1,5,1
2,g_g001276,2,2,1,1
1,g_g001276,1,1,5,1
1,g_g001280,8,1,3,1
1,g_g001288,1,1,4,1
1,g_g001289,3,1,8,1
3,g_g001289,5,2,6,1
2,g_g001289,3,2,8,1
4,g_g001289,1,1,6,1
4,g_g001290,6,2,6,1
1,g_g001290,3,1,8,1
3,g_g001290,5,2,6,1
2,g_g001290,3,2,8,1
1,g_g001291,1,1,5,1
1,g_g001293,3,2,6,1
2,g_g001296,7,1,4,3
1,g_g001296,7,1,4,3
2,g_g001299,7,2,4,1
4,g_g001299,7,1,4,1
1,g_g001299,7,2,4,3
3,g_g001299,7,2,4,1
2,g_g001300,5,2,2,1
1,g_g001300,3,1,6,1
3,g_g001300,6,2,6,1
1,g_g001301,8,2,4,1
1,g_g001305,3,2,6,3
1,g_g001309,5,1,2,1
1,g_g001313,7,2,3,1
2,g_g001315,2,2,2,1
1,g_g001315,1,2,5,1
3,g_g001315,2,2,1,1
1,g_g001319,1,1,6,1
3,g_g001319,2,2,3,3
2,g_g001319,2,1,4,3
1,g_g001320,8,1,4,1
1,g_g001322,8,2,4,1
1,g_g001323,1,1,6,1
1,g_g001329,1,2,4,1
1,g_g001337,8,1,3,3
2,g_g001343,2,1,1,1
4,g_g001343,2,1,1,1
1,g_g001343,1,1,4,1
3,g_g001343,2,1,1,1
1,g_g001344,3,2,7,1
1,g_g001346,1,2,5,3
3,g_g001346,2,2,1,1
2,g_g001346,2,1,1,1
2,g_g001350,2,2,1,1
1,g_g001350,2,1,1,1
1,g_g001352,3,1,6,1
3,g_g001352,5,2,4,1
2,g_g001352,3,2,6,1
1,g_g001353,8,1,3,3
1,g_g001362,3,1,6,1
3,g_g001362,5,2,3,1
2,g_g001362,3,2,6,1
1,g_g001364,1,1,4,1
1,g_g001371,1,1,4,1
2,g_g001371,2,1,1,1
2,g_g001374,2,1,1,1
4,g_g001374,9,1,3,1
6,g_g001374,11,1,1,1
1,g_g001374,1,2,4,1
3,g_g001374,2,2,1,1
5,g_g001374,9,2,3,1
7,g_g001374,11,2,1,1
1,g_g001381,8,1,4,1
2,g_g001383,7,2,3,1
1,g_g001383,7,2,3,1
3,g_g001383,7,2,3,1
1,g_g001386,1,2,5,1
3,g_g001386,2,2,2,1
2,g_g001386,2,2,2,1
2,g_g001388,2,1,1,1
1,g_g001388,1,1,4,1
3,g_g001388,2,2,1,1
1,g_g001556,1,1,5,1
2,g_g001563,2,2,2,1
1,g_g001563,1,2,5,1
1,g_g001564,1,1,4,1
2,g_g001564,2,1,1,1
1,g_g001565,2,1,2,1
1,g_g001566,1,2,4,1
1,g_g001567,1,1,4,1
2,g_g001567,2,2,1,1
1,g_g001575,1,2,4,1
3,g_g001575,3,2,6,1
5,g_g001575,2,1,1,1
2,g_g001575,3,1,6,1
4,g_g001575,5,1,4,3
1,g_g001576,3,2,7,1
1,g_g001584,7,2,4,1
1,g_g001587,8,1,4,1
1,g_g001598,1,1,5,1
3,g_g001598,2,2,1,1
5,g_g001598,11,2,5,3
2,g_g001598,2,1,2,1
4,g_g001598,11,1,5,3
6,g_g001598,11,1,1,3
1,g_g001599,8,1,3,1
1,g_g001603,8,2,5,1
1,g_g001606,2,1,1,1
1,g_g001611,7,2,4,3
1,g_g001612,2,1,1,1
2,g_g001612,2,2,2,1
1,g_g001614,1,1,4,1
3,g_g001615,2,2,1,1
2,g_g001615,2,1,1,1
1,g_g001615,1,2,4,1
1,g_g001619,1,1,7,1
1,g_g001623,1,1,5,1
3,g_g001623,2,2,2,1
2,g_g001623,2,1,1,1
1,g_g001625,1,1,6,1
2,g_g001627,3,1,8,1
1,g_g001627,1,1,4,1
3,g_g001627,3,2,7,1
1,g_g001630,3,2,6,1
2,g_g001640,2,2,2,1
1,g_g001640,1,1,6,1
3,g_g001640,2,2,2,1
1,g_g001644,7,2,4,1
2,g_g001645,2,2,1,1
4,g_g001645,2,2,1,1
1,g_g001645,1,1,5,1
3,g_g001645,2,1,1,1
2,g_g001646,3,2,7,1
1,g_g001646,3,1,7,1
3,g_g001646,4,2,8,1
1,g_g001648,7,2,4,3
2,g_g001650,2,1,1,1
1,g_g001650,1,1,5,1
3,g_g001650,2,2,1,1
1,g_g001651,1,1,4,1
1,g_g001662,1,2,4,1
2,g_g001662,2,2,1,1
1,g_g001665,1,1,7,1
2,g_g001665,2,2,5,1
1,g_g001668,8,1,3,3
1,g_g001673,8,2,3,1
2,g_g001674,2,2,1,1
1,g_g001674,1,1,4,1
2,g_g001677,2,2,1,1
1,g_g001677,1,1,5,1
3,g_g001677,2,2,1,1
1,g_g001678,7,2,4,1
2,g_g001678,7,2,4,1
1,g_g001679,7,1,4,2
1,g_g001681,8,2,3,1
2,g_g001682,2,1,1,1
1,g_g001682,1,2,4,1
1,g_g001686,1,1,4,1
1,g_g001689,8,1,4,1
2,g_g001690,7,2,3,3
1,g_g001690,7,2,3,1
2,g_g001692,2,1,3,2
1,g_g001692,1,1,6,1
1,g_g001693,8,1,3,1
1,g_g001694,7,2,3,1
2,g_g001697,2,1,2,1
1,g_g001697,2,2,5,1
3,g_g001697,2,2,1,1
1,g_g001700,7,1,4,1
2,g_g001700,7,1,4,1
2,g_g001701,2,1,2,1
1,g_g001701,1,2,5,1
1,g_g001702,8,1,3,1
1,g_g001703,8,2,3,1
1,g_g001708,1,1,4,1
1,g_g001715,3,1,8,1
3,g_g001715,5,2,5,1
2,g_g001715,3,2,8,1
1,g_g001718,8,1,4,1
1,g_g001721,7,1,4,1
2,g_g001721,7,1,4,1
1,g_g001722,3,2,6,1
1,g_g001724,8,1,4,1
1,g_g001733,8,1,3,1
1,g_g001740,3,2,6,1
1,g_g001753,5,2,4,3
2,g_g001755,2,1,2,1
1,g_g001755,1,2,4,1
3,g_g001755,2,1,1,1
1,g_g001761,1,2,6,1
2,g_g001761,2,2,3,1
2,g_g001763,2,2,1,1
1,g_g001763,1,1,5,1
3,g_g001763,2,2,2,1
1,g_g001764,1,2,5,1
2,g_g001764,2,1,2,1
1,g_g001765,8,2,3,1
2,g_g001768,3,2,7,1
4,g_g001768,2,1,1,1
1,g_g001768,1,1,4,1
3,g_g001768,2,1,1,1
1,g_g001779,7,2,4,1
4,g_g001780,3,2,8,1
1,g_g001780,2,1,1,1
3,g_g001780,3,1,8,1
2,g_g001780,2,1,1,1
1,g_g001786,1,1,5,1
3,g_g001786,2,1,1,1
2,g_g001786,2,2,2,1
1,g_g001789,7,2,3,1
2,g_g001791,3,1,7,1
1,g_g001791,3,1,7,1
1,g_g001794,5,2,3,1
1,g_g001795,1,1,5,1
3,g_g001795,2,2,2,1
2,g_g001795,2,1,2,1
1,g_g001797,2,1,2,1
3,g_g001797,3,1,7,1
2,g_g001797,2,1,2,1
4,g_g001797,3,2,7,1
1,g_g001798,1,2,4,1
2,g_g001798,2,1,1,1
1,g_g001799,5,2,3,1
2,g_g001803,2,2,2,1
1,g_g001803,1,1,5,1
3,g_g001803,2,2,2,1
1,g_g001806,1,1,4,1
2,g_g001810,2,2,1,1
1,g_g001810,1,2,4,1
3,g_g001810,2,1,1,1
1,g_g001812,1,1,4,1
3,g_g001812,2,1,1,1
2,g_g001812,2,1,1,1
1,g_g001818,9,2,3,3
3,g_g001818,9,2,3,3
2,g_g001818,9,2,3,3
1,g_g001819,8,2,3,1
2,g_g001826,2,2,2,1
4,g_g001826,2,2,1,1
1,g_g001826,1,1,5,1
3,g_g001826,2,2,2,1
2,g_g001832,2,1,1,1
1,g_g001832,1,1,4,1
2,g_g001833,2,2,1,1
1,g_g001833,1,1,4,1
3,g_g001833,2,2,1,1
2,g_g001834,7,1,3,3
1,g_g001834,8,1,3,1
3,g_g001834,7,2,3,3
1,g_g001836,2,1,1,1
2,g_g001836,2,2,1,1
1,g_g001837,8,1,3,1
1,g_g001846,8,2,3,3
2,g_g001850,3,1,8,1
1,g_g001850,3,2,7,1
1,g_g001856,1,1,5,1
1,g_g001857,2,2,4,1
3,g_g001859,2,1,2,1
2,g_g001859,3,2,7,1
1,g_g001859,3,1,8,1
2,g_g001868,8,1,5,1
1,g_g001868,3,2,8,1
2,g_g001875,2,1,1,1
1,g_g001875,1,2,4,1
3,g_g001875,2,2,1,1
1,g_g001876,7,1,6,1
3,g_g001876,7,2,4,1
2,g_g001876,7,1,5,1
2,g_g001877,2,1,1,1
1,g_g001877,1,1,4,1
1,g_g001879,1,1,4,1
1,g_g001880,11,1,7,1
3,g_g001880,11,2,7,1
5,g_g001880,8,1,4,1
2,g_g001880,11,1,4,1
4,g_g001880,3,1,7,1
1,g_g001881,8,2,3,1
1,g_g001882,8,1,3,1
2,g_g001882,5,1,2,1
1,g_g001884,6,2,6,1
1,g_g001888,1,1,5,1
2,g_g001888,2,1,1,1
1,g_g001890,1,1,5,1
1,g_g001895,8,1,4,1
1,g_g001900,1,2,4,1
2,g_g001913,2,1,1,1
1,g_g001913,1,1,4,1
1,g_g001914,3,2,6,1
1,g_g001916,7,2,3,1
2,g_g001920,2,1,1,1
1,g_g001920,5,2,4,1
3,g_g001920,2,1,1,1
1,g_g001929,7,2,4,1
1,g_g001932,8,1,3,1
2,g_g001947,7,2,3,1
1,g_g001947,7,2,3,1
3,g_g001947,7,2,3,1
1,g_g001954,8,1,4,1
1,g_g001963,1,2,5,1
1,g_g001965,3,1,6,1
3,g_g001965,5,1,3,1
2,g_g001965,3,2,6,1
2,g_g001977,2,2,4,1
4,g_g001977,11,2,1,1
1,g_g001977,2,1,4,1
3,g_g001977,11,1,1,1
1,g_g001981,8,2,3,1
1,g_g001984,8,1,3,1
1,g_g001993,1,1,4,1
2,g_g002014,2,2,1,2
1,g_g002014,1,2,4,1
1,g_g002017,1,1,4,1
1,g_g002019,7,2,3,1
3,g_g002028,2,1,1,1
2,g_g002028,2,1,1,1
1,g_g002028,1,2,5,1
2,g_g002032,2,1,1,1
4,g_g002032,7,2,4,3
6,g_g002032,11,2,1,3
1,g_g002032,1,1,5,1
3,g_g002032,7,1,5,3
5,g_g002032,11,1,1,3
1,g_g002035,2,2,3,1
1,g_g002037,8,1,4,1
1,g_g002041,1,1,7,1
1,g_g002046,1,1,5,1
1,g_g002056,7,2,6,1
3,g_g002056,7,2,5,1
2,g_g002056,7,2,6,3
2,g_g002059,2,2,3,1
1,g_g002059,1,2,6,1
1,g_g002073,1,1,4,1
1,g_g002075,7,2,4,1
2,g_g002075,7,2,4,1
1,g_g002078,8,1,3,3
3,g_g002078,7,2,3,3
2,g_g002078,7,2,4,3
2,g_g002088,3,2,6,1
1,g_g002088,3,1,6,1
1,g_g002089,8,1,3,3
1,g_g002094,8,2,3,3
1,g_g002098,1,2,7,1
2,g_g002098,6,1,7,1
1,g_g002104,8,1,4,1
1,g_g002109,1,1,8,1
2,g_g002109,2,2,4,1
1,g_g002110,3,1,8,1
3,g_g002110,5,2,4,1
2,g_g002110,3,2,7,1
1,g_g002120,3,2,8,1
1,g_g002122,11,2,1,1
1,g_g002127,8,1,4,1
2,g_g002130,2,1,2,1
4,g_g002130,5,2,4,1
6,g_g002130,6,1,1,1
1,g_g002130,2,2,2,1
3,g_g002130,2,1,1,1
5,g_g002130,6,2,1,1
7,g_g002130,3,2,7,2
1,g_g002134,8,1,4,1
1,g_g002144,8,1,3,1
1,g_g002151,7,2,3,1
2,g_g002152,3,2,6,1
1,g_g002152,3,1,6,1
1,g_g002154,1,2,4,1
1,g_g002156,8,1,3,1
1,g_g002159,8,1,5,1
1,g_g002164,8,2,3,3
1,g_g002176,1,1,4,1
2,g_g002176,2,1,1,1
1,g_g002178,8,1,3,1
1,g_g002189,7,2,3,3
1,g_g002190,6,2,3,1
1,g_g002195,1,1,4,1
1,g_g002202,8,1,4,1
3,g_g002207,6,2,3,1
2,g_g002207,6,2,4,1
1,g_g002207,5,2,6,1
1,g_g002212,8,2,4,3
1,g_g002214,7,1,4,3
3,g_g002214,7,1,4,3
2,g_g002214,7,1,4,3
4,g_g002214,7,1,4,3
1,g_g002219,1,2,4,1
2,g_g002219,2,1,1,1
1,g_g002220,7,1,6,1
2,g_g002222,2,1,2,1
1,g_g002222,1,1,5,1
1,g_g002223,7,1,4,1
1,g_g002230,7,2,3,3
2,g_g002230,7,2,4,3
1,g_g002232,8,2,3,1
1,g_g002233,1,2,4,1
1,g_g002235,3,2,8,1
1,g_g002238,3,2,6,1
2,g_g002241,2,2,1,1
4,g_g002241,11,1,1,1
1,g_g002241,5,2,4,1
3,g_g002241,3,2,6,1
1,g_g002244,2,2,3,1
5,g_g002245,10,2,5,3
7,g_g002245,10,2,4,3
9,g_g002245,10,2,1,3
1,g_g002245,1,1,5,1
3,g_g002245,2,2,2,1
4,g_g002245,10,1,5,3
6,g_g002245,10,1,5,3
8,g_g002245,10,1,1,3
2,g_g002245,2,1,2,1
2,g_g002247,5,1,3,2
1,g_g002247,3,2,6,1
1,g_g002255,1,2,4,1
2,g_g002256,3,2,7,1
1,g_g002256,3,1,8,1
3,g_g002256,5,2,3,1
1,g_g002258,5,1,5,3
3,g_g002258,6,2,1,3
5,g_g002258,5,2,5,3
7,g_g002258,2,2,1,1
2,g_g002258,5,2,5,3
4,g_g002258,5,1,5,3
6,g_g002258,6,2,1,3
8,g_g002258,1,2,5,1
1,g_g002262,1,1,5,1
2,g_g002262,2,2,1,1
1,g_g002264,8,1,4,1
1,g_g002271,8,1,3,3
1,g_g002273,1,1,5,1
3,g_g002273,2,2,2,1
2,g_g002273,2,1,1,1
1,g_g002275,1,2,4,1
1,g_g002412,3,2,6,1
2,g_g002412,5,2,3,1
1,g_g002416,1,2,4,1
3,g_g002416,2,1,1,1
2,g_g002416,2,2,2,1
1,g_g002421,8,2,4,1
1,g_g002429,7,2,6,1
1,g_g002438,7,2,5,1
3,g_g002438,7,2,5,1
2,g_g002438,7,2,5,1
4,g_g002438,7,2,5,1
1,g_g002440,8,2,3,1
1,g_g002441,1,2,5,1
3,g_g002441,2,2,1,1
2,g_g002441,2,2,2,1
2,g_g002445,7,2,3,1
1,g_g002445,7,2,3,1
1,g_g002446,8,2,3,1
1,g_g002460,8,1,6,1
1,g_g002465,2,2,3,1
2,g_g002466,2,1,1,1
1,g_g002466,1,1,4,1
1,g_g002472,1,1,8,1
3,g_g002472,2,2,4,1
2,g_g002472,2,2,4,1
1,g_g002473,8,2,4,1
1,g_g002475,1,1,6,1
3,g_g002475,2,1,3,1
2,g_g002475,2,1,3,1
1,g_g002478,8,1,3,1
1,g_g002492,1,2,4,1
2,g_g002492,2,1,1,1
1,g_g002496,1,1,7,1
3,g_g002496,11,1,5,1
5,g_g002496,11,1,1,1
2,g_g002496,2,2,4,1
4,g_g002496,11,2,1,1
1,g_g002500,2,1,2,1
1,g_g002512,1,1,4,1
2,g_g002513,5,2,4,1
1,g_g002513,3,2,6,1
1,g_g002516,1,2,4,1
1,g_g002519,2,1,2,1
3,g_g002519,6,2,1,3
2,g_g002519,5,2,4,3
2,g_g002521,2,1,1,1
1,g_g002521,1,1,5,1
1,g_g002533,1,1,5,1
2,g_g002533,2,2,1,1
1,g_g002538,8,2,3,1
1,g_g002542,8,2,4,3
1,g_g002543,1,2,4,1
1,g_g002545,7,2,3,2
3,g_g002545,7,2,3,1
2,g_g002545,7,2,3,1
2,g_g002546,2,1,1,1
4,g_g002546,5,2,3,1
1,g_g002546,1,2,4,1
3,g_g002546,3,2,6,1
2,g_g002552,7,2,3,1
1,g_g002552,7,2,3,1
3,g_g002552,7,2,3,1
1,g_g002560,7,2,3,1
1,g_g002565,1,2,4,1
2,g_g002565,2,2,1,1
1,g_g002570,8,1,4,1
2,g_g002585,2,2,1,1
1,g_g002585,1,1,5,1
2,g_g002588,2,2,1,1
1,g_g002588,1,2,4,1
3,g_g002593,2,2,1,1
2,g_g002593,2,2,1,1
1,g_g002593,1,2,4,1
1,g_g002603,1,1,4,1
1,g_g002606,1,2,6,1
2,g_g002607,2,2,1,1
1,g_g002607,1,2,4,1
3,g_g002607,2,1,1,1
1,g_g002612,8,2,3,1
1,g_g002616,1,2,7,1
2,g_g002622,7,2,3,1
1,g_g002622,7,2,3,1
3,g_g002622,7,2,3,1
2,g_g002624,2,2,1,1
1,g_g002624,1,2,5,1
1,g_g002626,6,2,8,1
2,g_g002627,2,1,1,1
1,g_g002627,1,1,5,1
3,g_g002627,2,1,1,1
1,g_g002631,3,2,6,1
1,g_g002633,1,1,4,1
1,g_g002634,8,1,3,1
1,g_g002636,1,1,5,1
1,g_g002638,7,2,3,1
2,g_g002647,2,2,1,1
1,g_g002647,1,1,4,1
2,g_g002648,2,1,1,1
1,g_g002648,1,1,5,1
3,g_g002648,3,2,7,1
1,g_g002658,7,2,4,1
3,g_g002658,7,2,4,1
2,g_g002658,7,2,4,1
1,g_g002668,8,1,4,3
1,g_g002671,8,1,3,1
1,g_g002679,1,1,4,1
2,g_g002679,2,1,1,1
1,g_g002680,8,1,4,1
2,g_g002683,2,1,2,1
1,g_g002683,1,2,5,1
3,g_g002683,2,2,1,1
1,g_g002688,1,1,4,1
3,g_g002688,3,1,7,1
2,g_g002688,2,1,1,1
4,g_g002688,3,2,6,1
1,g_g002690,8,1,3,1
2,g_g002691,2,1,3,2
1,g_g002691,1,1,7,1
1,g_g002693,7,2,4,1
1,g_g002702,2,2,2,3
2,g_g002702,2,1,2,3
1,g_g002703,1,1,6,1
2,g_g002704,6,1,1,1
1,g_g002704,5,2,5,1
3,g_g002704,6,1,1,1
1,g_g002705,7,2,3,1
2,g_g002705,7,2,3,1
2,g_g002711,3,1,7,3
1,g_g002711,1,1,4,1
3,g_g002711,3,2,7,3
1,g_g002718,7,1,4,3
3,g_g002718,7,1,4,3
2,g_g002718,7,1,4,3
4,g_g002718,7,1,4,3
1,g_g002719,8,2,3,1
1,g_g002731,7,1,4,1
1,g_g002732,8,1,3,1
1,g_g002735,7,1,4,3
1,g_g002738,1,2,6,1
1,g_g002745,1,2,5,1
1,g_g002752,8,1,3,1
1,g_g002753,8,1,3,1
1,g_g002759,1,1,5,1
3,g_g002759,2,1,2,1
2,g_g002759,2,2,2,1
2,g_g002760,2,1,2,1
1,g_g002760,1,1,5,1
3,g_g002760,2,1,2,1
1,g_g002762,1,1,5,1
3,g_g002762,2,2,1,1
2,g_g002762,2,1,1,1
2,g_g002764,2,2,3,1
1,g_g002764,1,1,6,1
3,g_g002764,2,2,2,1
1,g_g002766,3,1,7,1
3,g_g002766,6,1,5,1
5,g_g002766,6,1,1,1
7,g_g002766,1,1,5,3
2,g_g002766,3,2,7,1
4,g_g002766,5,2,5,1
6,g_g002766,6,2,1,1
1,g_g002767,2,1,1,1
1,g_g002770,8,1,4,1
1,g_g002776,1,1,4,1
2,g_g002776,2,1,1,1
1,g_g002784,8,2,4,1
1,g_g002793,8,2,3,1
1,g_g002795,1,2,6,1
2,g_g002798,7,1,3,3
1,g_g002798,7,2,4,3
3,g_g002798,7,1,3,1
1,g_g002802,1,1,5,1
1,g_g002804,9,2,4,1
1,g_g002809,8,2,3,1
1,g_g002811,8,1,3,1
1,g_g002819,5,2,4,1
1,g_g002820,1,1,5,1
3,g_g002820,2,2,1,1
2,g_g002820,2,2,2,1
2,g_g002825,7,1,3,1
1,g_g002825,7,1,3,1
1,g_g002827,8,1,3,1
1,g_g002828,7,1,6,1
4,g_g002829,3,2,8,1
1,g_g002829,1,2,5,1
3,g_g002829,3,1,8,1
2,g_g002829,2,2,1,1
1,g_g002832,8,1,4,3
1,g_g002833,1,1,5,3
3,g_g002833,2,2,1,1
2,g_g002833,2,1,1,1
4,g_g002833,2,2,1,1
1,g_g002837,7,2,4,1
2,g_g002838,7,1,3,1
4,g_g002838,7,1,3,1
6,g_g002838,7,2,3,1
1,g_g002838,7,1,3,1
3,g_g002838,7,1,3,1
5,g_g002838,7,2,3,1
7,g_g002838,7,2,3,1
1,g_g002841,8,1,3,1
3,g_g002842,2,1,1,1
2,g_g002842,2,1,1,1
1,g_g002842,1,1,5,1
1,g_g002851,7,1,3,3
1,g_g002854,7,2,4,1
3,g_g002854,7,2,4,1
2,g_g002854,7,2,4,1
1,g_g002867,7,2,3,3
1,g_g002872,3,1,6,1
3,g_g002872,8,1,4,1
5,g_g002872,3,2,6,1
2,g_g002872,5,1,3,1
4,g_g002872,11,2,3,1
2,g_g002874,3,2,7,3
4,g_g002874,6,2,2,3
1,g_g002874,2,2,1,1
3,g_g002874,5,2,5,3
1,g_g002875,8,1,3,1
1,g_g002880,8,2,3,1
1,g_g002886,5,2,3,1
1,g_g002887,1,2,4,1
2,g_g002890,2,2,3,1
1,g_g002890,2,1,3,1
11,g_g002891,6,2,6,3
2,g_g002891,3,2,6,1
4,g_g002891,5,1,3,3
6,g_g002891,6,1,5,3
8,g_g002891,6,1,5,3
10,g_g002891,6,1,6,3
1,g_g002891,3,1,6,1
3,g_g002891,4,2,8,3
5,g_g002891,5,2,3,1
7,g_g002891,6,2,5,3
9,g_g002891,6,2,5,3
1,g_g002896,8,2,3,3
1,g_g002897,7,2,3,1
1,g_g002900,8,2,4,1
1,g_g002903,1,1,4,1
3,g_g002903,2,2,1,1
2,g_g002903,2,2,2,1
1,g_g002906,8,1,4,1
1,g_g002907,8,2,4,1
2,g_g002908,6,1,8,1
4,g_g002908,6,2,7,1
1,g_g002908,1,1,8,1
3,g_g002908,6,2,8,1
1,g_g002912,8,2,3,1
2,g_g002916,2,2,2,1
4,g_g002916,2,1,1,1
1,g_g002916,1,2,5,1
3,g_g002916,2,2,2,1
2,g_g002918,3,2,8,1
1,g_g002918,3,1,8,1
1,g_g002933,8,1,3,1
1,g_g002943,1,1,6,1
1,g_g002944,3,1,6,1
3,g_g002944,5,1,3,1
2,g_g002944,3,2,6,1
4,g_g002944,5,2,3,1
3,g_g002949,2,2,1,1
2,g_g002949,2,2,1,1
1,g_g002949,1,2,5,1
1,g_g002952,8,1,3,1
1,g_g002953,1,2,5,1
3,g_g002953,2,1,2,1
2,g_g002953,2,2,2,1
1,g_g002963,8,1,3,3
1,g_g002967,1,2,6,1
2,g_g002974,6,2,1,1
4,g_g002974,3,2,7,3
1,g_g002974,2,2,2,1
3,g_g002974,3,1,7,3
1,g_g002975,3,2,7,1
2,g_g002986,2,1,1,1
4,g_g002986,7,1,4,3
1,g_g002986,1,1,4,1
3,g_g002986,7,2,4,3
1,g_g002988,8,1,3,1
1,g_g002989,7,2,3,1
1,g_g002991,8,1,4,1
1,g_g002993,8,1,3,3
3,g_g002993,10,2,3,3
5,g_g002993,10,1,3,3
7,g_g002993,10,1,3,3
2,g_g002993,10,2,3,3
4,g_g002993,10,1,3,3
6,g_g002993,10,1,3,3
8,g_g002993,10,1,3,3
1,g_g003004,9,2,4,3
3,g_g003019,2,2,2,1
5,g_g003019,7,2,6,3
7,g_g003019,7,1,6,3
9,g_g003019,7,1,6,3
2,g_g003019,2,1,2,1
4,g_g003019,7,1,6,3
6,g_g003019,7,2,6,3
8,g_g003019,7,1,6,3
1,g_g003019,1,2,5,1
1,g_g003026,3,1,8,3
1,g_g003028,8,1,4,1
4,g_g003029,7,2,7,1
6,g_g003029,7,2,7,1
1,g_g003029,7,2,7,1
3,g_g003029,7,2,7,1
5,g_g003029,7,2,7,1
2,g_g003029,7,2,7,1
1,g_g003034,1,2,4,1
1,g_g003039,1,2,4,1
3,g_g003039,2,2,2,1
2,g_g003039,2,2,2,1
4,g_g003039,2,2,1,1
1,g_g003042,3,2,6,1
3,g_g003042,5,2,3,1
2,g_g003042,3,1,6,1
1,g_g003043,3,2,7,1
1,g_g003047,7,2,3,1
2,g_g003047,7,2,3,1
1,g_g003050,8,1,3,1
1,g_g003051,1,1,4,1
2,g_g003051,2,1,1,1
1,g_g003053,1,1,6,1
1,g_g003059,1,2,6,1
1,g_g003061,7,2,3,1
1,g_g003062,5,2,3,3
1,g_g003064,8,2,3,1
1,g_g003065,7,1,3,3
1,g_g003068,8,1,4,1
1,g_g003071,7,2,4,3
1,g_g003077,1,1,4,1
1,g_g003079,8,1,3,1
1,g_g003086,8,1,3,1
1,g_g003090,1,2,6,1
1,g_g003096,8,1,3,1
1,g_g003097,8,1,3,1
1,g_g003098,8,2,3,1
2,g_g003104,2,1,1,1
4,g_g003104,6,1,5,3
1,g_g003104,1,1,5,1
3,g_g003104,3,2,7,1
2,g_g003108,2,1,1,1
1,g_g003108,1,1,5,1
3,g_g003108,2,2,1,1
2,g_g003118,3,1,7,1
1,g_g003118,1,1,4,1
3,g_g003118,3,2,7,1
1,g_g003120,8,1,3,1
9,g_g003130,3,2,7,3
2,g_g003130,2,2,1,1
4,g_g003130,5,2,5,2
6,g_g003130,6,2,2,2
8,g_g003130,5,1,4,3
1,g_g003130,1,1,5,3
3,g_g003130,2,2,1,1
5,g_g003130,6,1,5,2
7,g_g003130,6,1,1,2
2,g_g003135,2,2,2,1
1,g_g003135,1,1,5,1
3,g_g003135,2,1,1,1
1,g_g003137,7,2,3,1
1,g_g003143,8,1,4,1
1,g_g003145,1,2,4,1
3,g_g003145,3,2,7,3
2,g_g003145,3,1,6,3
1,g_g003150,1,2,4,1
1,g_g003151,7,2,3,2
2,g_g003151,7,2,3,2
1,g_g003154,2,2,4,1
3,g_g003154,11,1,2,1
2,g_g003154,2,1,5,1
4,g_g003154,11,2,2,1
2,g_g003162,2,2,1,1
1,g_g003162,1,2,4,1
3,g_g003162,2,2,1,1
1,g_g003165,5,2,4,1
2,g_g003168,2,2,1,1
4,g_g003168,3,2,7,1
6,g_g003168,6,2,4,1
8,g_g003168,6,2,1,1
1,g_g003168,1,1,5,1
3,g_g003168,3,1,7,1
5,g_g003168,5,1,4,1
7,g_g003168,6,2,1,1
1,g_g003169,7,1,4,1
4,g_g003174,7,2,5,3
1,g_g003174,7,2,5,3
3,g_g003174,7,2,5,3
2,g_g003174,7,2,5,3
2,g_g003177,9,1,5,1
4,g_g003177,11,1,1,1
6,g_g003177,11,2,1,1
1,g_g003177,9,1,5,1
3,g_g003177,9,1,4,3
5,g_g003177,11,2,2,1
7,g_g003177,11,2,1,3
1,g_g003179,7,2,3,1
2,g_g003182,6,1,3,1
4,g_g003182,6,1,3,3
1,g_g003182,5,1,4,1
3,g_g003182,6,2,3,1
5,g_g003182,6,1,3,3
1,g_g003189,7,2,4,1
3,g_g003192,2,1,1,1
2,g_g003192,2,1,1,1
1,g_g003192,1,2,5,1
1,g_g003193,7,2,3,1
1,g_g003194,1,1,4,1
2,g_g003194,2,2,1,1
1,g_g003195,7,1,7,1
2,g_g003195,7,1,6,1
1,g_g003196,7,2,4,1
1,g_g003199,8,2,3,3
1,g_g003200,3,1,6,1
3,g_g003200,5,1,3,1
2,g_g003200,3,2,6,1
2,g_g003202,2,1,1,1
4,g_g003202,5,1,3,1
1,g_g003202,1,2,4,1
3,g_g003202,3,2,7,1
1,g_g003208,8,1,3,1
1,g_g003210,8,1,4,1
2,g_g003212,2,1,1,1
1,g_g003212,1,2,4,1
2,g_g003217,7,2,4,3
4,g_g003217,7,2,3,3
1,g_g003217,7,1,4,3
